Symbol,'Market Cap',' Average Volume',' Previous Close',' Open',' Book Value',' Last Trade Price',' 200 Day Moving Average',' 50 Day Moving Average',' Change from 200 Day',' Change from 50 Day',' Earnings Share',' Estimate EPS Next Quarter',' Estimate EPS Next Year',' Next Year EPS Price Estimate',' Current Year Price EPS Estimate',' Day High',' Day Low',' Year High',' Year Low',' PEG Ratio',' PE Ratio',' Short Ratio'
DB,0.058681,0.01456,0.056067,0.057478,0.421855,0.057309,0.057471,0.056511,0.367427,0.342513,0.659277,0.083612,0.116221,0.00453,0.007289,0.057428,0.057744,0.076105,0.056631,0.001146,0.00415,0.081967
DVN,0.036364,0.040577,0.120064,0.121406,0.40449,0.119707,0.116564,0.116519,0.381541,0.36976,0.712602,0.116499,0.107739,0.011878,0.008093,0.120864,0.121192,0.130401,0.105419,0.017322,0.002309,0.021077
DHT,0.000876,0.014136,0.013242,0.013142,0.14373,0.012763,0.012,0.014672,0.377119,0.317796,0.641611,0.086399,0.077657,0.005293,0.007958,0.013065,0.012938,0.014352,0.010572,0.008019,0.008548,0.028103
DO,0.006382,0.011286,0.062294,0.063182,0.28356,0.062671,0.067265,0.064422,0.340265,0.330353,0.677214,0.123188,0.084283,0.014982,0.00808,0.063758,0.06307,0.089299,0.059055,0.017322,0.002316,0.241218
DRH,0.003902,0.009413,0.027052,0.027106,0.152094,0.026846,0.024964,0.028626,0.382548,0.321784,0.648099,0.092531,0.081898,0.007577,0.010435,0.026817,0.026989,0.025254,0.023325,0.00729,0.004555,0.058548
DKS,0.008692,0.007042,0.098205,0.097442,0.181973,0.09784,0.085005,0.100693,0.441883,0.332822,0.67539,0.115385,0.110257,0.00912,0.012005,0.097987,0.097001,0.093334,0.084111,0.007551,0.004021,0.035129
DLR,0.012967,0.000136,0.129228,0.129018,0.226796,0.128868,0.120502,0.134649,0.412118,0.324693,0.662535,0.153846,0.135436,0.007516,0.009058,0.128814,0.129554,0.121875,0.099491,0.01432,0.008509,0.262295
DFS,0.036181,0.032989,0.108726,0.108693,0.240988,0.108517,0.112666,0.115315,0.338697,0.314558,0.705465,0.158305,0.143917,0.005599,0.006961,0.108502,0.108305,0.107816,0.110022,0.006145,0.002318,0.014052
DG,0.027933,0.045791,0.125845,0.125629,0.201056,0.123981,0.115877,0.130983,0.410993,0.317123,0.684405,0.130435,0.120859,0.009354,0.012359,0.124228,0.125848,0.116001,0.107945,0.007498,0.004132,0.028103
D,0.058665,0.018582,0.13776,0.137481,0.212675,0.134706,0.129883,0.148166,0.390262,0.285642,0.66951,0.125975,0.119666,0.010485,0.012725,0.136352,0.136928,0.130824,0.131799,0.017548,0.00693,0.098361
DOV,0.016257,0.015235,0.133968,0.134333,0.22814,0.133022,0.141603,0.135868,0.309763,0.341125,0.701315,0.156076,0.136099,0.007722,0.00965,0.133152,0.13447,0.148642,0.136728,0.008332,0.003136,0.098361
DOW,0.076382,0.107708,0.089358,0.089849,0.192454,0.089684,0.088314,0.086498,0.373652,0.362694,0.678025,0.123746,0.115823,0.007321,0.010467,0.089886,0.090073,0.088648,0.084416,0.007134,0.003367,0.074941
DPS,0.020843,0.005588,0.147741,0.149019,0.170715,0.144388,0.122804,0.145106,0.49021,0.354994,0.687406,0.126533,0.119534,0.011277,0.013922,0.148878,0.146035,0.129441,0.101528,0.013331,0.004577,0.154567
DRC,0.008421,0.000489,0.150362,0.150482,0.199333,0.147975,0.138783,0.155256,0.415319,0.321289,0.658291,0.09922,0.106281,0.015466,0.021417,0.148586,0.150467,0.134176,0.104807,0.008592,0.012227,0.058548
DSW,0.004346,0.002051,0.06722,0.068052,0.165953,0.06635,0.057776,0.069237,0.419154,0.325238,0.661575,0.110925,0.092764,0.010641,0.014186,0.067211,0.06646,0.066096,0.047749,0.010258,0.004486,0.028103
DUK,0.07812,0.027753,0.152128,0.151222,0.428685,0.148743,0.142548,0.164131,0.397218,0.278795,0.686352,0.147157,0.13093,0.009505,0.011432,0.149975,0.150597,0.145599,0.138704,0.019371,0.004835,0.056206
DRE,0.010034,0.015683,0.038948,0.038921,0.149554,0.03941,0.034374,0.040884,0.400363,0.326348,0.647369,0.100334,0.084681,0.009115,0.011053,0.039325,0.03901,0.036139,0.032552,0.018434,0.007308,0.042155
DD,0.093297,0.032033,0.13986,0.139815,0.183529,0.138769,0.12564,0.141004,0.439859,0.345688,0.692164,0.159978,0.12881,0.009037,0.01169,0.139296,0.140485,0.1236,0.128417,0.011352,0.003906,0.081967
EMN,0.01514,0.008507,0.137295,0.137629,0.249196,0.137213,0.14146,0.138963,0.335452,0.347878,0.706316,0.188406,0.169891,0.005265,0.006659,0.137431,0.138418,0.146543,0.136728,0.00703,0.002959,0.053864
ETN,0.045492,0.020733,0.130715,0.131036,0.289834,0.13035,0.120084,0.127615,0.423412,0.369877,0.690056,0.151616,0.139544,0.007165,0.009123,0.130555,0.130969,0.129344,0.116317,0.007811,0.003792,0.037471
ECL,0.045174,0.007409,0.203169,0.203743,0.245728,0.202714,0.197404,0.199365,0.386897,0.390118,0.690042,0.132107,0.130268,0.012853,0.016734,0.203207,0.204101,0.191957,0.199165,0.009946,0.006056,0.058548
EC,0.048776,0.000928,0.031606,0.031791,0.18199,0.031943,0.046069,0.032038,0.285755,0.331851,0.674646,0.098662,0.084416,0.007505,0.004568,0.032961,0.031989,0.066698,0.028845,0.005624,0.00113,0.288056
EIX,0.028613,0.012365,0.120194,0.119536,0.286305,0.118271,0.110666,0.128186,0.408523,0.300446,0.700612,0.128205,0.115558,0.009928,0.00956,0.118523,0.119255,0.112437,0.100244,0.022027,0.00282,0.035129
EJ,0.001454,0.007515,0.013558,0.013494,0.144286,0.01388,0.015775,0.014048,0.361013,0.327221,0.644098,0.088071,0.078187,0.005137,0.008447,0.013852,0.013459,0.02531,0.013302,0.002708,0.004137,0.039813
EGO,0.004692,0.081566,0.008874,0.009013,0.144025,0.008828,0.012044,0.011411,0.353541,0.313323,0.627891,0.084727,0.068911,0.033212,0.015286,0.008896,0.008804,0.013196,0.008719,0.002916,0.009461,0.046838
LLY,0.102006,0.044296,0.130009,0.129925,0.194993,0.12841,0.120142,0.13486,0.411574,0.321069,0.669307,0.125418,0.116353,0.010569,0.014154,0.12869,0.130001,0.121403,0.107721,0.094407,0.00657,0.098361
EMC,0.07531,0.150759,0.050658,0.050459,0.164491,0.051087,0.051991,0.053915,0.363532,0.32196,0.657074,0.108138,0.097005,0.006825,0.008724,0.051046,0.050686,0.049515,0.050397,0.00729,0.004217,0.032787
EMR,0.054441,0.050924,0.10722,0.106776,0.179951,0.106998,0.112185,0.113825,0.33259,0.314045,0.681553,0.139353,0.121256,0.0079,0.009676,0.106966,0.107374,0.113007,0.113669,0.009477,0.003733,0.088993
EEP,0.017386,0.002862,0.071365,0.071441,0.166758,0.071099,0.067185,0.074978,0.390678,0.321135,0.639137,0.096433,0.084416,0.017038,0.02538,0.071454,0.071656,0.067023,0.052944,0.00427,0.009461,0.177986
ENB,0.057322,0.00296,0.090399,0.091461,0.159423,0.090947,0.086713,0.093208,0.390765,0.334315,0.649572,0.119844,0.097933,0.011862,0.016122,0.09102,0.091489,0.09226,0.085292,0.012341,0.013579,0.081967
ECA,0.013645,0.089957,0.024784,0.025198,0.17441,0.024787,0.032035,0.025282,0.327804,0.328065,0.692921,0.085284,0.073549,0.017205,0.005629,0.025116,0.025061,0.039605,0.023284,0.017322,0.000447,0.063232
EXK,0.00033,0.010879,0.004413,0.004438,0.117263,0.004363,0.006548,0.00475,0.360151,0.323829,0.622687,0.078595,0.064935,0.01282,0.01569,0.004507,0.004372,0.009682,0.003707,0.017322,0.009461,0.023419
EGN,0.006623,0.000424,0.121756,0.12361,0.358667,0.121877,0.122231,0.121201,0.360297,0.357043,0.747638,0.096433,0.086138,0.02637,0.015814,0.123277,0.123259,0.146722,0.109534,0.017322,0.001496,0.086651
ETE,0.042596,0.015062,0.107127,0.107869,0.110517,0.106467,0.103627,0.10633,0.38094,0.350583,0.647747,0.110925,0.099125,0.013528,0.02621,0.108246,0.107895,0.106937,0.086107,0.007186,0.019666,0.086651
ETP,0.028431,0.007639,0.109191,0.109665,0.295074,0.108517,0.110625,0.118771,0.350974,0.296362,0.641827,0.12709,0.108004,0.010725,0.013459,0.108721,0.109456,0.112551,0.107965,0.003958,0.066441,0.046838
ERF,0.003109,0.007278,0.020119,0.020383,0.147765,0.020377,0.027272,0.018189,0.330328,0.341147,0.648545,0.090301,0.069573,0.046338,0.00709,0.020819,0.020462,0.040484,0.015767,0.00151,0.003142,0.063232
ESV,0.009406,0.053497,0.054878,0.055718,0.383857,0.054051,0.069086,0.055784,0.278239,0.328423,0.633352,0.156633,0.131063,0.003371,0.003069,0.055837,0.054877,0.090145,0.052699,0.008644,0.009461,0.074941
ETR,0.019616,0.007825,0.150474,0.150093,0.413531,0.147426,0.146083,0.16734,0.368141,0.254651,0.70979,0.152731,0.138749,0.008352,0.009534,0.148567,0.149424,0.148935,0.125912,0.017322,0.003097,0.133489
EPD,0.087394,0.03104,0.063317,0.06383,0.149871,0.062736,0.062437,0.066122,0.369696,0.321763,0.659102,0.102007,0.087994,0.012408,0.015344,0.063024,0.063406,0.066535,0.032996,0.020725,0.004769,0.044496
EOG,0.070416,0.057917,0.173225,0.175798,0.28291,0.173048,0.174199,0.173399,0.350761,0.363661,0.714521,0.086957,0.082958,0.045469,0.011419,0.174095,0.174025,0.192657,0.165125,0.017322,0.003363,0.044496
EQT,0.016579,0.008113,0.152016,0.152963,0.264872,0.147371,0.157105,0.144508,0.301491,0.374546,0.673551,0.100892,0.108137,0.014909,0.026088,0.151274,0.149331,0.180583,0.145284,0.039159,0.006738,0.058548
EQR,0.039223,0.009619,0.144916,0.144537,0.261215,0.145577,0.124977,0.14732,0.484184,0.349882,0.662535,0.130435,0.116221,0.011823,0.014662,0.145477,0.14516,0.131052,0.115095,0.0113,0.009578,0.0726
EL,0.041577,0.011295,0.149358,0.148463,0.159195,0.148103,0.134036,0.143282,0.444638,0.385029,0.678485,0.114827,0.111715,0.01345,0.018374,0.148513,0.149312,0.131231,0.13518,0.015882,0.005748,0.067916
XCO,0.000812,0.03412,0.004282,0.004364,0.111961,0.004033,0.005526,0.003845,0.36435,0.326782,0.634785,0.080825,0.0652,0.01282,0.021141,0.004361,0.004074,0.009942,0.003402,0.017322,0.009461,0.156909
EXC,0.040023,0.061565,0.06367,0.063496,0.255747,0.062708,0.062856,0.070177,0.367012,0.300263,0.672213,0.120959,0.100716,0.007616,0.009129,0.063243,0.063089,0.062548,0.058749,0.017913,0.002776,0.337237
EXH,0.002654,0.00163,0.052257,0.052774,0.253391,0.053887,0.066661,0.05617,0.291855,0.325486,0.659021,0.09922,0.08256,0.014035,0.022807,0.05474,0.053089,0.075696,0.053432,0.017322,0.003903,0.042155
XOM,0.520994,0.176593,0.168392,0.169279,0.340174,0.167008,0.16996,0.174053,0.340487,0.327005,0.741961,0.12932,0.138484,0.009393,0.015621,0.167896,0.169462,0.169665,0.175229,0.017322,0.002314,0.056206
FDO,0.012055,0.012275,0.144507,0.144037,0.185124,0.141862,0.14042,0.147788,0.369253,0.326987,0.66855,0.128763,0.107474,0.014408,0.018168,0.142222,0.144247,0.130954,0.113322,0.050354,0.007532,0.009368
FDX,0.067626,0.009681,0.323264,0.323489,0.408447,0.321473,0.295768,0.332177,0.498621,0.344042,0.745935,0.241918,0.213358,0.008747,0.012385,0.321154,0.324348,0.297804,0.266103,0.006092,0.004518,0.032787
FBR,0.009989,0.001525,0.024153,0.024347,0.155945,0.024293,0.020132,0.022919,0.396494,0.337789,0.640597,0.086957,0.082295,0.006569,0.009522,0.024531,0.024503,0.020372,0.018598,0.017322,0.027782,0.112412
FNF,0.014092,0.00443,0.067573,0.067774,0.222861,0.06829,0.055152,0.067995,0.446439,0.342443,0.652573,0.102564,0.097535,0.008964,0.013588,0.068217,0.067912,0.059506,0.051342,0.008332,0.007748,0.131148
FHN,0.004502,0.017861,0.025807,0.025865,0.155389,0.025885,0.022439,0.025116,0.392049,0.334977,0.651397,0.09476,0.08097,0.007739,0.010943,0.025884,0.025899,0.022048,0.022387,0.017322,0.003079,0.100703
AG,0.000934,0.025535,0.011104,0.011198,0.130805,0.010714,0.0125,0.011275,0.361962,0.324403,0.630189,0.084727,0.069043,0.036939,0.054871,0.01109,0.010815,0.019461,0.007619,0.009425,0.009461,0.046838
FE,0.021248,0.022473,0.069785,0.069552,0.270957,0.067997,0.065002,0.075998,0.385437,0.298702,0.663346,0.107581,0.105221,0.007343,0.009534,0.068839,0.069104,0.067023,0.061051,0.017322,0.004305,0.079625
FTK,0.002372,0.000898,0.030528,0.030884,0.135062,0.02993,0.039594,0.032555,0.312785,0.318059,0.652343,0.092531,0.07779,0.012129,0.015685,0.030858,0.030313,0.052769,0.029334,0.006145,0.003408,0.140515
FLS,0.010757,0.00934,0.106124,0.10635,0.181851,0.106284,0.11823,0.109104,0.291985,0.334974,0.68796,0.125418,0.118341,0.008274,0.00976,0.106408,0.106648,0.133021,0.107435,0.008227,0.003169,0.037471
FLR,0.011871,0.015147,0.103131,0.103869,0.229535,0.102349,0.116198,0.107715,0.280902,0.320649,0.677877,0.14437,0.12934,0.006585,0.008428,0.103107,0.103929,0.13442,0.1055,0.007811,0.003947,0.06089
FMC,0.011477,0.002047,0.115046,0.114888,0.168292,0.115782,0.106693,0.111649,0.417683,0.373812,0.67024,0.138239,0.12934,0.007354,0.010557,0.115652,0.115549,0.135787,0.103952,0.00854,0.005598,0.112412
FTI,0.012605,0.027871,0.076049,0.075904,0.161301,0.072271,0.09231,0.078509,0.24644,0.308984,0.679107,0.123188,0.104824,0.008095,0.009052,0.075641,0.07335,0.103211,0.070972,0.004062,0.002739,0.098361
FL,0.010369,0.017221,0.099209,0.099517,0.204201,0.098286,0.098256,0.10395,0.364791,0.318124,0.684662,0.151059,0.118341,0.007728,0.009779,0.098572,0.099105,0.095515,0.078305,0.006405,0.003177,0.119438
F,0.085534,0.341226,0.030193,0.03018,0.14093,0.029921,0.02783,0.029064,0.383516,0.336388,0.650018,0.107023,0.092632,0.004764,0.006485,0.030017,0.030313,0.028687,0.026991,0.00302,0.004154,0.058548
FIG,0.002158,0.001077,0.013725,0.013698,0.118969,0.013935,0.013103,0.014527,0.377417,0.324999,0.649694,0.094203,0.07885,0.004881,0.006247,0.013943,0.013777,0.01401,0.011347,0.000885,0.001797,0.093677
FNV,0.011071,0.000243,0.095938,0.097479,0.226568,0.095532,0.095176,0.102031,0.367004,0.31308,0.641503,0.095875,0.080307,0.030515,0.035622,0.096671,0.09661,0.099225,0.090711,0.029213,0.066718,0.065574
BEN,0.045231,0.008818,0.099246,0.099331,0.206363,0.097957,0.098606,0.102128,0.36073,0.325904,0.689785,0.134337,0.120461,0.007416,0.009425,0.098371,0.099366,0.095905,0.100041,0.00578,0.002828,0.105386
FCX,0.02719,0.210452,0.034562,0.035143,0.201,0.035236,0.051445,0.03883,0.272909,0.3142,0.6222,0.097547,0.103631,0.003761,0.011201,0.035484,0.035211,0.063183,0.033449,0.017322,0.009461,0.039813
FRO,0.000386,0.032136,0.005398,0.005142,0.096269,0.005241,0.003487,0.005632,0.383778,0.324018,0.615712,0.088629,0.066658,0.01282,0.01569,0.005294,0.005154,0.00742,0.002383,0.017322,0.009461,0.021077
GME,0.005482,0.032623,0.069729,0.069571,0.205312,0.068034,0.070817,0.067867,0.350663,0.341708,0.682662,0.120401,0.121919,0.005048,0.006826,0.069003,0.068862,0.075012,0.064535,0.003749,0.002261,0.327869
GCI,0.010625,0.005865,0.063856,0.063367,0.175422,0.063367,0.056913,0.060535,0.406673,0.354645,0.701139,0.119844,0.108667,0.00614,0.008717,0.064139,0.063741,0.057293,0.051986,0.071183,0.00135,0.133489
GPS,0.02396,0.034643,0.076644,0.07683,0.140607,0.076178,0.073749,0.079714,0.38127,0.324131,0.676931,0.118729,0.108004,0.007505,0.009354,0.076309,0.076404,0.075435,0.072214,0.007134,0.00294,0.051522
GD,0.061961,0.009317,0.255029,0.254153,0.302114,0.252531,0.237753,0.263935,0.439257,0.324154,0.739528,0.195652,0.189107,0.008279,0.01048,0.253074,0.255201,0.236981,0.209595,0.008332,0.003746,0.023419
GE,0.339855,0.435239,0.04603,0.045885,0.174077,0.045527,0.045615,0.046609,0.368962,0.329846,0.659494,0.104794,0.092102,0.007466,0.009123,0.045633,0.045975,0.043999,0.047668,0.009946,0.003317,0.044496
GGP,0.035498,0.034735,0.054636,0.054422,0.149465,0.054051,0.046955,0.057137,0.411405,0.321301,0.648531,0.102007,0.089054,0.010162,0.013137,0.054027,0.054392,0.050784,0.04339,0.011664,0.009032,0.065574
GIS,0.043202,0.02381,0.0988,0.097257,0.156017,0.096364,0.093894,0.102216,0.379653,0.316686,0.671645,0.124861,0.107872,0.009728,0.011992,0.096616,0.09756,0.089738,0.098289,0.015778,0.004549,0.100703
GNW,0.005695,0.090578,0.015472,0.015476,0.270145,0.015435,0.019464,0.014598,0.348038,0.332878,0.605304,0.100892,0.086271,0.003259,0.004195,0.015479,0.015303,0.029696,0.01373,0.006821,0.009461,0.032787
GGB,0.00806,0.065516,0.00655,0.006531,0.140179,0.006358,0.007945,0.006642,0.363568,0.324839,0.643368,0.095875,0.078717,0.002318,0.003107,0.006519,0.00642,0.010528,0.00607,0.006665,0.002231,0.0726
GSK,0.149612,0.035638,0.085882,0.084868,0.12093,0.08381,0.081855,0.083967,0.377707,0.343709,0.674484,0.083612,0.104559,0.009215,0.009953,0.084071,0.084803,0.091512,0.084009,0.017322,0.003579,0.035129
GOL,0.001452,0.01122,0.006996,0.006864,0.104543,0.006953,0.009444,0.009283,0.358071,0.314208,0.628296,0.090858,0.071826,0.006925,0.01569,0.007104,0.006923,0.010658,0.007354,0.017322,0.009461,0.046838
GFI,0.005167,0.065755,0.010156,0.009476,0.129905,0.00903,0.007714,0.010205,0.380784,0.320777,0.631338,0.083612,0.071031,0.012619,0.035101,0.009536,0.009158,0.008982,0.006274,0.017322,0.009461,0.023419
GG,0.025528,0.110538,0.042424,0.042847,0.236192,0.042229,0.041123,0.041836,0.376449,0.336837,0.625025,0.091416,0.078055,0.016441,0.02089,0.04289,0.04279,0.047448,0.03463,0.029681,0.009461,0.028103
GS,0.116147,0.023337,0.348784,0.348416,1,0.346454,0.330195,0.351081,0.439474,0.381906,0.869953,0.29097,0.317917,0.00546,0.006884,0.347377,0.348948,0.321479,0.308902,0.006978,0.002111,0.035129
GDP,0.000195,0.030872,0.005825,0.006031,0.129749,0.005919,0.018615,0.006126,0.296759,0.325144,0.583542,0.054069,0.041346,0.01282,0.01569,0.006062,0.005861,0.048864,0.004767,0.017322,0.009461,0.138173
GPT,0.001145,0.013178,0.012591,0.012513,0.124659,0.012416,0.011086,0.013185,0.380555,0.32371,0.645882,0.083055,0.067453,0.01282,0.008814,0.012572,0.012547,0.011179,0.010084,0.017322,0.002719,0.126464
GPK,0.006698,0.027071,0.028019,0.028106,0.120391,0.027578,0.022867,0.027119,0.3995,0.33374,0.642881,0.095318,0.079512,0.009471,0.012674,0.028097,0.027948,0.025465,0.019311,0.005884,0.011894,0.053864
GXP,0.005709,0.003951,0.051012,0.050848,0.233347,0.04997,0.047499,0.055207,0.383951,0.309019,0.660197,0.092531,0.090114,0.009026,0.011156,0.050333,0.050537,0.048424,0.048686,0.01984,0.003574,0.023419
TV,0.027109,0.003903,0.061328,0.06133,0.150854,0.063111,0.062474,0.063523,0.371695,0.337502,0.647072,0.09476,0.085078,0.014062,0.024595,0.06306,0.061599,0.060758,0.055836,0.014684,0.012122,0.032787
GES,0.002136,0.000287,0.034041,0.034162,0.175627,0.033773,0.039539,0.03804,0.335889,0.310321,0.656642,0.084169,0.083223,0.008719,0.010924,0.033839,0.033833,0.050052,0.035975,0.017322,0.002815,0.17096
HRB,0.013243,0.012962,0.065101,0.06533,0.12821,0.064813,0.058505,0.064488,0.405659,0.341785,0.661981,0.240245,0.095812,0.009171,0.012224,0.064724,0.06551,0.057455,0.054818,0.008956,0.004252,0.081967
HK,0.001213,0.064111,0.003892,0.003938,0.123159,0.00386,0.005723,0.002988,0.362137,0.330339,0.626796,0.083055,0.067585,0.01282,0.011169,0.004018,0.003869,0.011406,0.002139,0.017322,0.009461,0.222482
HAL,0.049181,0.273136,0.078335,0.078923,0.209791,0.0781,0.095867,0.077068,0.259571,0.348626,0.694719,0.111483,0.100451,0.009466,0.01252,0.079207,0.079105,0.12015,0.075779,0.009477,0.001954,0.046838
HOG,0.018124,0.007055,0.116644,0.116462,0.179073,0.114556,0.114781,0.122552,0.361747,0.309672,0.691678,0.181159,0.130798,0.007282,0.009412,0.115122,0.116127,0.119825,0.11043,0.005311,0.003243,0.096019
HMY,0.001562,0.048712,0.004952,0.004864,0.137451,0.004839,0.004042,0.00497,0.378051,0.325291,0.635068,0.083612,0.067188,0.01282,0.01569,0.004864,0.004781,0.005386,0.003096,0.017322,0.009461,0.035129
HIG,0.023589,0.025583,0.075361,0.075238,0.348304,0.074851,0.069255,0.077187,0.400448,0.330138,0.662616,0.12709,0.123112,0.005337,0.006832,0.07502,0.075585,0.068308,0.067733,0.007915,0.004826,0.058548
HE,0.004654,0.001503,0.061774,0.061811,0.200795,0.061116,0.051501,0.064777,0.425899,0.319932,0.662359,0.104794,0.090512,0.010753,0.013112,0.061158,0.061469,0.056154,0.046242,0.032389,0.003951,0.222482
HCP,0.026738,0.026606,0.079153,0.07883,0.232947,0.078317,0.078221,0.08823,0.367039,0.291064,0.666333,0.127648,0.111317,0.007154,0.008557,0.078476,0.078956,0.079926,0.073314,0.023797,0.004346,0.0726
HDB,0.392852,0.002452,0.108391,0.10848,0.113817,0.109578,0.091782,0.105948,0.470645,0.369706,0.643544,0.083612,0.102306,0.012419,0.017692,0.109745,0.10905,0.10025,0.065614,0.00453,0.039582,0.070258
HCN,0.034601,0.014097,0.143559,0.142981,0.310061,0.14221,0.128036,0.153252,0.445825,0.300135,0.65141,0.14214,0.125232,0.009861,0.012031,0.142204,0.14307,0.137317,0.114076,0.016715,0.018409,0.133489
HL,0.001661,0.100941,0.006104,0.006105,0.124192,0.006083,0.004854,0.005872,0.380538,0.327381,0.63911,0.083055,0.067585,0.01282,0.01569,0.006144,0.006122,0.005321,0.004054,0.017322,0.009461,0.065574
HLX,0.002646,0.004355,0.03497,0.03531,0.19152,0.033773,0.042033,0.037346,0.32088,0.313972,0.667793,0.098662,0.089186,0.006435,0.006118,0.035539,0.034326,0.044763,0.034895,0.004062,0.001657,0.119438
HP,0.009671,0.019625,0.121384,0.123036,0.357262,0.121017,0.149713,0.122191,0.189836,0.3471,0.730106,0.109253,0.097933,0.015951,0.012487,0.123826,0.122663,0.192754,0.109982,0.101698,0.001832,0.06089
HLF,0.004297,0.011374,0.064711,0.064756,0.077764,0.063056,0.076917,0.063153,0.284468,0.33915,0.685527,0.156076,0.135171,0.003738,0.003783,0.064578,0.063741,0.113235,0.056203,0.01307,0.001932,0.306792
HT,0.001799,0.010116,0.012089,0.012031,0.12637,0.012068,0.012236,0.013092,0.371575,0.322289,0.644652,0.087514,0.075272,0.006396,0.00846,0.01206,0.012119,0.01139,0.010613,0.006665,0.003254,0.093677
HSY,0.031908,0.002233,0.197333,0.196169,0.141324,0.194058,0.175178,0.203234,0.469349,0.322141,0.690191,0.13155,0.131328,0.012268,0.015576,0.194411,0.196205,0.180388,0.178998,0.012602,0.005855,0.084309
HTZ,0.013864,0.103314,0.04222,0.042181,0.137734,0.041698,0.043813,0.043241,0.357121,0.32652,0.649505,0.098662,0.084681,0.009889,0.019397,0.041821,0.042269,0.050637,0.037666,0.011925,0.006232,0.079625
HES,0.029008,0.034051,0.135306,0.136537,0.532366,0.135182,0.151102,0.135872,0.265404,0.352978,0.741015,0.044036,0.075802,0.067521,0.01569,0.136041,0.136686,0.169242,0.129945,0.008384,0.001823,0.04918
HPQ,0.095902,0.114245,0.070956,0.071126,0.183952,0.070413,0.066527,0.074326,0.390572,0.320792,0.674646,0.137124,0.122714,0.005059,0.006112,0.070978,0.071358,0.066079,0.058546,0.010154,0.002892,0.044496
HFC,0.010616,0.021432,0.072647,0.072997,0.272946,0.073103,0.076147,0.068283,0.348627,0.3674,0.677512,0.105351,0.104294,0.007839,0.008492,0.073447,0.07281,0.086126,0.061397,0.005468,0.002724,0.067916
HD,0.200026,0.052938,0.205028,0.205151,0.14582,0.204398,0.172254,0.201066,0.548199,0.39042,0.698463,0.147715,0.137159,0.011672,0.015717,0.204524,0.205199,0.179574,0.151966,0.007967,0.005203,0.046838
HMC,0.080101,0.003507,0.060398,0.060181,0.279553,0.059847,0.057594,0.058306,0.38172,0.347016,0.67689,0.083612,0.105354,0.006318,0.01569,0.059805,0.060482,0.060059,0.05826,0.017322,0.002259,0.056206
HON,0.110044,0.019703,0.190381,0.190057,0.229274,0.18908,0.172947,0.191383,0.453275,0.357157,0.711277,0.167781,0.157567,0.008352,0.010693,0.189437,0.191124,0.168298,0.168833,0.008644,0.003906,0.032787
HSP,0.020108,0.013368,0.162314,0.16176,0.213337,0.160054,0.10398,0.127366,0.696288,0.534536,0.665684,0.110925,0.099523,0.02028,0.022562,0.159887,0.162609,0.142019,0.082298,0.017861,0.009445,0.124122
HST,0.024316,0.058486,0.043112,0.043181,0.156984,0.043235,0.040718,0.045095,0.384849,0.325214,0.64991,0.103679,0.089716,0.007755,0.009927,0.04322,0.043144,0.039068,0.037706,0.006613,0.006119,0.093677
HOV,0.000721,0.018874,0.006717,0.006587,0.093551,0.00666,0.006827,0.006952,0.372082,0.324868,0.664481,0.083612,0.073549,0.004613,0.012166,0.00672,0.006643,0.009291,0.006213,0.006769,0.000137,0.11007
HSBC,0.252343,0.01038,0.084413,0.084812,0.369704,0.084194,0.090091,0.088522,0.330433,0.321844,0.693638,0.083612,0.078585,0.031161,0.039939,0.084144,0.085213,0.088957,0.091078,0.232347,0.002174,0.018735
HUM,0.031147,0.001305,0.284973,0.285136,0.461488,0.280404,0.243807,0.28197,0.56796,0.382499,0.738717,0.224638,0.200769,0.008441,0.01104,0.282936,0.284551,0.251902,0.194072,0.008696,0.004257,0.067916
HUN,0.007986,0.03691,0.043762,0.043959,0.154333,0.04404,0.044629,0.043182,0.366086,0.339713,0.6614,0.106466,0.101776,0.005048,0.007521,0.044395,0.044019,0.046928,0.041454,0.008696,0.002846,0.088993
IAG,0.001197,0.130525,0.004394,0.004457,0.143764,0.004271,0.004925,0.005232,0.369376,0.320789,0.605993,0.082497,0.067188,0.01282,0.021694,0.004398,0.004297,0.006313,0.002872,0.058686,0.009461,0.032787
IBN,0.045871,0.071364,0.02103,0.021198,0.129777,0.021343,0.019754,0.022454,0.381289,0.32401,0.648153,0.083612,0.077922,0.008218,0.011291,0.021294,0.021234,0.020746,0.013245,0.004114,0.003454,0.023419
ITW,0.051005,0.009191,0.179768,0.179742,0.201261,0.177769,0.162357,0.180435,0.449993,0.352587,0.737635,0.159978,0.144845,0.009198,0.011806,0.177731,0.180412,0.158405,0.15877,0.007551,0.002612,0.096019
INFY,0.05738,0.021151,0.067517,0.068404,0.143136,0.067613,0.057061,0.064797,0.430939,0.355558,0.662886,0.108138,0.092764,0.010686,0.013189,0.067668,0.068415,0.058773,0.050968,0.007394,0.004241,0.318501
ING,0.07139,0.019701,0.02445,0.025124,0.181312,0.024934,0.024329,0.024275,0.375034,0.334172,0.640421,0.083612,0.067851,0.01282,0.006472,0.025244,0.025248,0.023643,0.024526,0.004062,0.032327,0.021077
IR,0.024737,0.008897,0.123893,0.124295,0.227846,0.123615,0.110232,0.122438,0.442792,0.360093,0.685149,0.154404,0.127087,0.008229,0.011226,0.123972,0.124209,0.109167,0.106865,0.008592,0.003993,0.039813
