Symbol,'Market Cap',' Average Volume',' Previous Close',' Open',' Book Value',' Last Trade Price',' 200 Day Moving Average',' 50 Day Moving Average',' Change from 200 Day',' Change from 50 Day',' Earnings Share',' Estimate EPS Next Quarter',' Estimate EPS Next Year',' Next Year EPS Price Estimate',' Current Year Price EPS Estimate',' Day High',' Day Low',' Year High',' Year Low',' PEG Ratio',' PE Ratio',' Short Ratio'
AXAS,0.000483,0.022099,0.005955,0.00592,0.112561,0.00623,0.007234,0.005608,0.367084,0.329581,0.647491,0.085284,0.069308,0.01618,0.005205,0.006281,0.005973,0.009698,0.004726,0.002135,0.000859,0.107728
ACAD,0.004576,0.003411,0.061941,0.062145,0.121614,0.061775,0.04978,0.061379,0.44016,0.341445,0.628472,0.070792,0.058044,0.01282,0.01569,0.061908,0.061506,0.05617,0.031839,0.017322,0.009461,0.28103
ACHN,0.001469,0.071761,0.020863,0.019883,0.109822,0.019736,0.021119,0.025942,0.36356,0.296814,0.630797,0.073021,0.056586,0.01282,0.01569,0.020124,0.019717,0.026653,0.00497,0.017322,0.009461,0.0726
ATVI,0.022453,0.089423,0.042108,0.041996,0.159018,0.041991,0.037779,0.038914,0.395164,0.350909,0.654506,0.088629,0.087199,0.008569,0.011857,0.042269,0.04225,0.038548,0.036097,0.012602,0.004087,0.0726
ADBE,0.050298,0.019893,0.135697,0.13624,0.178878,0.135932,0.126848,0.137742,0.415788,0.347262,0.646396,0.10981,0.111317,0.012324,0.022492,0.135767,0.136481,0.125406,0.116398,0.011196,0.029753,0.032787
ADXS,0.000228,0.00275,0.013855,0.013457,0.109033,0.013047,0.008318,0.017551,0.40095,0.304199,0.626174,0.068004,0.056454,0.01282,0.01569,0.013449,0.013031,0.02156,0.004991,0.017322,0.009461,0.014052
ADVS,0.003096,0.000377,0.081495,0.081238,0.096241,0.080534,0.059562,0.069915,0.492442,0.399672,0.651924,0.105351,0.089451,0.014909,0.01811,0.080451,0.081619,0.071286,0.051762,0.014684,0.009898,0.032787
AFFX,0.001159,0.000484,0.020695,0.020661,0.123659,0.021118,0.016189,0.02045,0.40141,0.333322,0.638529,0.087514,0.072489,0.017656,0.023798,0.021049,0.020778,0.01855,0.012711,0.005624,0.009461,0.154567
AGEN,0.000421,0.011507,0.009152,0.009161,0.107527,0.009066,0.006121,0.009111,0.39059,0.326736,0.633487,0.085842,0.061357,0.01282,0.01569,0.009079,0.009055,0.009763,0.004604,0.017322,0.009461,0.023419
AKAM,0.015879,0.00495,0.118484,0.118925,0.195065,0.120047,0.108426,0.116599,0.432516,0.371204,0.664103,0.118729,0.11039,0.010987,0.015273,0.120352,0.118771,0.105603,0.102893,0.008019,0.00727,0.0726
AKRX,0.006955,0.004578,0.08748,0.087738,0.119774,0.086866,0.069459,0.079036,0.470406,0.386475,0.641854,0.108138,0.091969,0.01433,0.026706,0.086778,0.086982,0.077307,0.04178,0.00604,0.052625,0.149883
ALXN,0.047851,0.002631,0.322483,0.324674,0.195371,0.318801,0.319324,0.345715,0.341054,0.258079,0.683297,0.162207,0.164856,0.013126,0.018799,0.321612,0.321294,0.330006,0.277776,0.005936,0.01132,0.044496
ALKS,0.014273,0.001149,0.131031,0.131925,0.153922,0.131448,0.093562,0.127172,0.589506,0.378249,0.63542,0.081382,0.071031,0.163584,0.167895,0.131598,0.130112,0.119109,0.078387,0.191418,0.009461,0.070258
MDRX,0.002919,0.018647,0.021587,0.021569,0.142741,0.021804,0.023791,0.023657,0.35973,0.320215,0.632744,0.089186,0.074079,0.013695,0.02327,0.021788,0.021653,0.031225,0.022387,0.008436,0.009461,0.128806
ALTR,0.014362,0.023869,0.063744,0.063737,0.163569,0.063953,0.062942,0.067153,0.373865,0.323024,0.659778,0.105351,0.093427,0.009822,0.013362,0.064084,0.063853,0.062093,0.062049,0.01005,0.004636,0.058548
AMRN,0.000288,0.006728,0.002163,0.002123,0.100986,0.002221,0.002027,0.001872,0.374668,0.327202,0.632081,0.083612,0.063212,0.01282,0.01569,0.002185,0.002155,0.002603,0.001569,0.017322,0.009461,0.620609
AMZN,0.237803,0.040559,0.697283,0.694598,0.231552,0.689589,0.574896,0.611638,1,0.897269,0.632176,0.074136,0.098065,0.091595,0.574545,0.692094,0.694866,0.622587,0.578509,0.185951,0.009461,0.032787
AAL,0.046493,0.147159,0.088447,0.086738,0.11908,0.08866,0.077395,0.098023,0.43328,0.296387,0.692353,0.268116,0.185264,0.002914,0.002792,0.088625,0.086368,0.090649,0.057221,0.000989,0.002355,0.018735
AGNC,0.010393,0.029472,0.039915,0.039829,0.2464,0.039666,0.040416,0.041581,0.365526,0.324086,0.629472,0.083612,0.067851,0.01282,0.01569,0.039709,0.039904,0.038352,0.04284,0.017322,0.009461,0.032787
ACAS,0.005225,0.00933,0.026755,0.026717,0.217332,0.026563,0.0264,0.027583,0.372225,0.325711,0.649451,0.093645,0.078055,0.010341,0.015099,0.026853,0.026793,0.025628,0.027663,0.0402,0.003869,0.042155
AMGN,0.157493,0.029954,0.284583,0.285432,0.291673,0.278973,0.267781,0.298769,0.415229,0.28619,0.729795,0.215162,0.206997,0.008045,0.010512,0.283064,0.281385,0.28093,0.220391,0.007603,0.004697,0.044496
FOLD,0.000904,0.010384,0.015063,0.015105,0.106227,0.015362,0.011928,0.015339,0.392949,0.328575,0.627093,0.073579,0.057116,0.01282,0.01569,0.015442,0.015005,0.014872,0.003585,0.017322,0.009461,0.06089
AMKR,0.002829,0.004168,0.016141,0.016161,0.129449,0.016058,0.013777,0.013049,0.385939,0.344456,0.648342,0.093645,0.080705,0.004914,0.006987,0.016147,0.016104,0.019168,0.010389,0.003281,0.002525,0.063232
ADI,0.023718,0.012496,0.103373,0.104313,0.188153,0.102642,0.092479,0.103854,0.425355,0.342584,0.665995,0.122074,0.109329,0.009822,0.012552,0.103217,0.104161,0.093562,0.086698,0.009113,0.00584,0.086651
APOL,0.003789,0.005012,0.047406,0.047588,0.164291,0.047088,0.050508,0.053311,0.348764,0.303149,0.65679,0.120959,0.090512,0.008235,0.011979,0.047864,0.047744,0.05656,0.047443,0.070767,0.003997,0.149883
AINV,0.034716,0.016142,0.013874,0.013883,0.103192,0.013715,0.014282,0.013835,0.369025,0.327431,0.639232,0.095875,0.079512,0.004652,0.004915,0.013778,0.01385,0.014189,0.013832,0.023589,0.009461,0.099979
AAPL,1,0.63732,0.23211,0.233245,0.220816,0.23121,0.191863,0.216439,0.58906,0.456938,0.739055,0.175585,0.189239,0.007516,0.009271,0.233051,0.233804,0.202468,0.148782,0.005832,0.003402,0.018735
AMAT,0.039445,0.141162,0.045082,0.043736,0.139001,0.043482,0.04052,0.045736,0.387507,0.323196,0.650991,0.103122,0.088391,0.008641,0.012011,0.04439,0.04387,0.041037,0.036097,0.008019,0.005796,0.124122
AREX,0.000454,0.008444,0.015398,0.01568,0.208374,0.015545,0.020623,0.012304,0.341712,0.34556,0.671416,0.083055,0.066525,0.01282,0.007019,0.016671,0.015657,0.038255,0.008698,0.003176,0.000473,0.156909
ARNA,0.001352,0.083528,0.008242,0.008198,0.105121,0.00827,0.007445,0.00858,0.377906,0.325155,0.635988,0.075251,0.062815,0.01282,0.01569,0.008311,0.008096,0.011179,0.00662,0.004687,0.009461,0.053864
ARCC,0.034716,0.0159,0.030844,0.030736,0.103192,0.030708,0.029086,0.030731,0.38062,0.331937,0.639232,0.105351,0.089054,0.005705,0.007225,0.030638,0.030797,0.029517,0.029782,0.017322,0.009461,0.099979
ARIA,0.001748,0.058851,0.012591,0.012587,0.105599,0.012571,0.010916,0.012491,0.382503,0.328219,0.622484,0.070234,0.058309,0.01282,0.01569,0.012626,0.012677,0.014205,0.009961,0.017322,0.009461,0.210773
ARMH,0.032036,0.007198,0.093503,0.092461,0.129466,0.092027,0.080096,0.08931,0.436978,0.360776,0.646896,0.102007,0.086668,0.019662,0.028057,0.09219,0.092885,0.085247,0.076879,0.012497,0.019064,0.119438
ARRY,0.001525,0.028036,0.01471,0.014698,0.102637,0.014703,0.007628,0.011119,0.414917,0.347167,0.629905,0.093088,0.060297,0.01282,0.01569,0.014892,0.014707,0.012513,0.00605,0.017322,0.009461,0.103044
ARRS,0.005153,0.004054,0.048316,0.048366,0.160379,0.047939,0.052013,0.053407,0.344753,0.307323,0.651383,0.115385,0.105221,0.005059,0.006369,0.047956,0.048209,0.057504,0.048279,0.002499,0.006021,0.175644
ARWR,0.000486,0.018064,0.011792,0.011791,0.120124,0.011976,0.016555,0.012922,0.345049,0.322677,0.622335,0.059643,0.051285,0.01282,0.01569,0.01206,0.011616,0.044161,0.010063,0.017322,0.009461,0.103044
ARUN,0.002656,0.012735,0.031978,0.032014,0.121403,0.032584,0.034976,0.032718,0.356292,0.331792,0.636826,0.098662,0.085078,0.007299,0.009978,0.032815,0.032008,0.038092,0.03186,0.00427,0.009461,0.140515
ASNA,0.002734,0.012121,0.023483,0.023291,0.165169,0.022847,0.024199,0.022442,0.363456,0.332345,0.650207,0.095318,0.080307,0.007416,0.011053,0.023518,0.022976,0.03173,0.021369,0.004322,0.00311,0.084309
ASBC,0.034716,0.001893,0.034227,0.081272,0.103192,0.0337,0.03243,0.035615,0.37823,0.322681,0.639232,0.083612,0.067851,0.01282,0.01569,0.081017,0.081099,0.030835,0.031636,0.017322,0.009461,0.099979
ATML,0.004712,0.03623,0.015175,0.015161,0.114751,0.015179,0.014308,0.015751,0.377544,0.3254,0.640273,0.089744,0.075537,0.007772,0.010635,0.015205,0.015117,0.015084,0.012854,0.004218,0.022852,0.039813
ADSK,0.018181,0.008193,0.108354,0.108628,0.158601,0.10762,0.101603,0.109925,0.399949,0.337999,0.646409,0.101449,0.085343,0.024531,0.031968,0.10777,0.108771,0.101714,0.091159,0.033587,0.023656,0.056206
ADP,0.056418,0.012985,0.161366,0.161427,0.167164,0.159907,0.142226,0.16208,0.465293,0.350983,0.679458,0.117057,0.111715,0.014536,0.018972,0.160179,0.161939,0.141336,0.131218,0.015309,0.006075,0.081967
AUXL,0.034716,0.002767,0.067778,0.081272,0.103192,0.066734,0.051302,0.067359,0.460385,0.337239,0.639232,0.092531,0.089186,0.012541,0.01569,0.081017,0.081099,0.060905,0.034814,0.017322,0.009461,0.099979
AVGO,0.037879,0.011393,0.200623,0.201428,0.174049,0.199795,0.160292,0.197302,0.592906,0.384925,0.652586,0.177258,0.173072,0.007494,0.009168,0.201159,0.20194,0.17549,0.116643,0.002291,0.023538,0.023419
AVNR,0.034716,0.062656,0.031513,0.081272,0.103192,0.031028,0.019235,0.031785,0.441794,0.328151,0.639232,0.083612,0.067851,0.01282,0.01569,0.081017,0.081099,0.026946,0.006132,0.017322,0.009461,0.099979
CAR,0.008863,0.009599,0.113782,0.113758,0.142547,0.112351,0.108467,0.119801,0.386676,0.312024,0.663806,0.09699,0.115823,0.009343,0.013446,0.112781,0.1127,0.112714,0.077226,0.003645,0.007057,0.131148
BEAV,0.008545,0.009994,0.112341,0.111517,0.103731,0.110548,0.105298,0.114263,0.395064,0.331265,0.646666,0.126533,0.11569,0.009249,0.012455,0.111318,0.111732,0.118359,0.102025,0.00427,0.02368,0.105386
BIDU,0.097685,0.02126,0.399008,0.37738,0.226112,0.375096,0.403619,0.425598,0.167364,0.147136,0.717765,0.795987,1,0.001621,0.002561,0.378409,0.371854,0.409233,0.286515,0.003437,0.007772,0.014052
BLDP,0.000512,0.004903,0.005026,0.005364,0.107505,0.005223,0.004661,0.003185,0.376605,0.336798,0.637826,0.08194,0.06679,0.01282,0.01569,0.005604,0.005079,0.012838,0.002852,0.017322,0.009461,0.173302
BAXS,0.034716,0.020986,0.000032,0.081272,0.103192,0.000031,0.000514,0.000143,0.370801,0.324263,0.639232,0.083612,0.067851,0.01282,0.01569,0.081017,0.081099,0.00205,0.00002,0.017322,0.009461,0.099979
BBBY,0.019326,0.018744,0.145436,0.145444,0.200583,0.143033,0.124408,0.145628,0.472535,0.344798,0.706046,0.139911,0.139942,0.007934,0.009882,0.143612,0.142776,0.12879,0.111937,0.009998,0.003166,0.084309
BNCL,0.001141,0.000269,0.021327,0.02118,0.149799,0.021109,0.020981,0.02086,0.37252,0.331115,0.642476,0.086957,0.069971,0.039897,0.035082,0.021038,0.021206,0.020432,0.021463,0.028223,0.010145,0.01171
BIIB,0.124218,0.010254,0.724904,0.730877,0.359262,0.713069,0.604012,0.690496,0.963915,0.61126,0.806437,0.314381,0.331699,0.010836,0.014694,0.722248,0.719057,0.662989,0.554105,0.006613,0.00659,0.037471
BMRN,0.01986,0.003185,0.178058,0.179576,0.160046,0.181378,0.145112,0.181697,0.575137,0.365792,0.627472,0.052954,0.041346,0.01282,0.01569,0.1813,0.177861,0.163465,0.1121,0.017322,0.009461,0.058548
BBRY,0.006994,0.164614,0.018335,0.018217,0.138674,0.018025,0.01817,0.019781,0.371164,0.319833,0.619875,0.082497,0.066658,0.01282,0.01569,0.018313,0.018301,0.019754,0.01426,0.017322,0.009461,0.126464
BBEP,0.00139,0.039058,0.013595,0.014105,0.189108,0.013495,0.026787,0.012605,0.292481,0.332701,0.63369,0.088071,0.072356,0.011917,0.019532,0.014199,0.013608,0.036872,0.009248,0.013903,0.009461,0.044496
BRCM,0.036628,0.051179,0.08275,0.082868,0.187158,0.082345,0.073057,0.081108,0.421973,0.350711,0.65383,0.119844,0.107872,0.008134,0.010178,0.082499,0.082941,0.072084,0.05877,0.007446,0.008705,0.025761
BRCD,0.007066,0.043627,0.022052,0.022087,0.134206,0.022079,0.019074,0.02221,0.389742,0.329341,0.646396,0.095318,0.080838,0.006669,0.008209,0.022227,0.022193,0.019428,0.016174,0.007967,0.004599,0.056206
CHRW,0.014232,0.010426,0.132425,0.132444,0.14308,0.131412,0.126392,0.139445,0.39175,0.313438,0.680458,0.133779,0.117678,0.01048,0.013311,0.131543,0.132785,0.125292,0.102261,0.01281,0.004808,0.119438
CA,0.019428,0.026255,0.059748,0.059533,0.175916,0.059084,0.052677,0.059131,0.406791,0.338481,0.663576,0.119287,0.100848,0.007115,0.008216,0.059165,0.057688,0.054038,0.051416,0.017322,0.003607,0.067916
CACH,0,0.002495,0.000037,0.081272,0.10367,0.000037,0.000922,0.000166,0.368377,0.324171,0.618686,0.083612,0.061887,0.01282,0.01569,0.081017,0.081099,0.008136,0.000041,0.017322,0.009461,0.016393
CDNS,0.006882,0.02365,0.032721,0.03268,0.129293,0.032639,0.031851,0.034801,0.375423,0.32113,0.646261,0.09699,0.082825,0.008602,0.01113,0.032632,0.032455,0.030998,0.027745,0.008748,0.0071,0.224824
CSIQ,0.002162,0.030349,0.050993,0.051663,0.168859,0.05299,0.051083,0.043194,0.380272,0.388865,0.682459,0.12932,0.124569,0.003493,0.004208,0.053606,0.051822,0.071612,0.038032,0.003385,0.001585,0.035129
CPST,0.00031,0.014078,0.001271,0.001253,0.104009,0.001255,0.001493,0.001209,0.372161,0.325381,0.638367,0.083055,0.067585,0.01282,0.01569,0.001241,0.001243,0.003433,0.00112,0.017322,0.009461,0.519906
CRZO,0.003203,0.004134,0.091365,0.09309,0.219171,0.093619,0.0888,0.083769,0.394037,0.398702,0.659386,0.089186,0.080838,0.027868,0.013967,0.094805,0.093426,0.113902,0.064555,0.004166,0.006904,0.074941
CTRX,0.014843,0.003224,0.097146,0.097609,0.241471,0.096346,0.085291,0.097539,0.431308,0.341205,0.658264,0.114827,0.102173,0.011165,0.01499,0.096707,0.097429,0.085817,0.075311,0.006092,0.007809,0.030445
CELG,0.126549,0.050753,0.220028,0.220688,0.150226,0.213036,0.186224,0.225069,0.515319,0.311563,0.671537,0.148272,0.151603,0.010357,0.015711,0.217946,0.213663,0.201948,0.136158,0.004895,0.010515,0.046838
CLDX,0.002484,0.021872,0.036848,0.036977,0.118063,0.03736,0.029818,0.038046,0.415633,0.330012,0.622552,0.062988,0.049165,0.01282,0.01569,0.037313,0.03644,0.053436,0.021899,0.017322,0.009461,0.222482
CENX,0.002768,0.002213,0.041327,0.042033,0.16907,0.041918,0.044247,0.045063,0.355807,0.318133,0.644841,0.110925,0.101908,0.004741,0.012571,0.042415,0.042064,0.050865,0.022224,0.015049,0.011401,0.098361
CERN,0.032054,0.003044,0.125845,0.126388,0.158473,0.126415,0.11045,0.126033,0.458071,0.356565,0.656114,0.112598,0.101378,0.014831,0.020555,0.126477,0.126313,0.110501,0.098554,0.007655,0.011536,0.264637
CERS,0.00058,0.006593,0.010026,0.009994,0.106549,0.009981,0.007955,0.010978,0.384973,0.321944,0.632014,0.075251,0.060827,0.01282,0.01569,0.010002,0.009958,0.01222,0.007069,0.017322,0.009461,0.18267
CHKP,0.019635,0.002017,0.143448,0.145481,0.212586,0.143106,0.132101,0.150478,0.426682,0.319669,0.685595,0.136009,0.126822,0.009583,0.012385,0.143667,0.145066,0.131931,0.123223,0.010414,0.004621,0.025761
JRJC,0.000156,0.000921,0.009587,0.009587,0.118585,0.00967,0.011143,0.009852,0.363951,0.326159,0.633703,0.083612,0.067851,0.01282,0.01569,0.009829,0.00953,0.018533,0.004726,0.017322,0.009461,0.067916
CRUS,0.002497,0.011466,0.053818,0.053792,0.16638,0.053612,0.039747,0.04832,0.452173,0.365305,0.648896,0.093088,0.090777,0.009249,0.007424,0.05381,0.053983,0.047416,0.034202,0.007603,0.008546,0.077283
CSCO,0.204375,0.339514,0.050045,0.053644,0.164875,0.053832,0.046408,0.052563,0.413391,0.344175,0.659102,0.114827,0.097668,0.006591,0.008003,0.054027,0.053666,0.045902,0.043308,0.008436,0.003709,0.030445
CTXS,0.014092,0.007664,0.118447,0.118147,0.1772,0.116276,0.118302,0.116924,0.350755,0.34876,0.659088,0.132664,0.121786,0.008647,0.011111,0.117206,0.118212,0.117807,0.109696,0.00703,0.009174,0.044496
CLNE,0.000652,0.007631,0.009877,0.009939,0.130066,0.009762,0.012167,0.00882,0.358331,0.332097,0.621592,0.070234,0.056189,0.01282,0.01569,0.00981,0.009735,0.018387,0.008108,0.017322,0.009461,0.269321
CME,0.043457,0.006382,0.176208,0.175668,0.450068,0.174603,0.148893,0.169173,0.512247,0.394465,0.684514,0.138239,0.125232,0.012118,0.015588,0.174516,0.17612,0.154304,0.135323,0.00854,0.005886,0.105386
CTSH,0.049646,0.0363,0.109451,0.109313,0.173838,0.109816,0.089261,0.104841,0.487222,0.376843,0.670997,0.124303,0.112908,0.009572,0.012751,0.109947,0.109869,0.096247,0.084539,0.005988,0.005179,0.023419
CMCSA,0.203152,0.154574,0.107388,0.107109,0.218155,0.106174,0.099034,0.107733,0.406838,0.341589,0.682216,0.125418,0.111582,0.009678,0.012339,0.106637,0.10743,0.095694,0.09723,0.00604,0.003677,0.156909
CMCSK,0.201657,0.021952,0.106681,0.10635,0.218155,0.105405,0.098582,0.106996,0.405005,0.341241,0.682216,0.125418,0.11039,0.009884,0.01214,0.10585,0.106797,0.095108,0.09615,0.005311,0.00365,0.28103
CPWR,0.003105,0.026266,0.019227,0.081272,0.13001,0.018931,0.017287,0.019452,0.381844,0.326549,0.642557,0.083612,0.067851,0.01282,0.01569,0.081017,0.081099,0.017006,0.017474,0.017322,0.008889,0.063232
CNQR,0.034716,0.007517,0.239359,0.081272,0.103192,0.235675,0.193272,0.245159,0.607037,0.330304,0.639232,0.083612,0.067851,0.01282,0.01569,0.081017,0.081099,0.211369,0.151599,0.017322,0.009461,0.099979
CONN,0.001216,0.007186,0.046235,0.046144,0.2007,0.045139,0.051916,0.034612,0.328744,0.390869,0.665184,0.115942,0.099258,0.005772,0.008563,0.045701,0.045565,0.094132,0.028539,0.003593,0.002541,0.208431
CNVR,0.034716,0.007183,0.064004,0.081272,0.103192,0.063019,0.052843,0.066685,0.4291,0.320354,0.639232,0.083612,0.067851,0.01282,0.01569,0.081017,0.081099,0.057065,0.04178,0.017322,0.009461,0.099979
COCO,0.000002,0.002211,0.000057,0,0.133683,0.00004,0,0,0.373942,0.325063,0.624093,0.080268,0.067851,0.01282,0.000148,0,0,0.001839,0.000041,0.000208,0.009461,0.23185
COST,0.088065,0.017023,0.274081,0.274043,0.259104,0.269244,0.239364,0.274489,0.528583,0.360511,0.704248,0.148829,0.143122,0.014386,0.018258,0.271287,0.273452,0.254424,0.224791,0.014268,0.0064,0.037471
CREE,0.005596,0.015872,0.068502,0.06846,0.240688,0.06807,0.066618,0.064302,0.376143,0.360678,0.648356,0.100334,0.087066,0.014085,0.021668,0.068491,0.068583,0.103,0.05549,0.009217,0.011623,0.187354
CTIC,0.000435,0.005679,0.004078,0.004031,0.10392,0.004038,0.004075,0.00425,0.373106,0.324675,0.635217,0.074693,0.062152,0.01282,0.01569,0.004032,0.004055,0.006069,0.004054,0.017322,0.009461,0.133489
CTRP,0.00864,0.024777,0.085101,0.084442,0.164536,0.085146,0.099339,0.089826,0.280421,0.320212,0.649248,0.071906,0.071826,0.084959,0.109016,0.085461,0.084691,0.112681,0.079039,0.107842,0.013189,0.096019
CBST,0.034716,0.018716,0.18947,0.081272,0.103192,0.186554,0.134045,0.186061,0.67239,0.37128,0.639232,0.083612,0.067851,0.01282,0.01569,0.081017,0.081099,0.165157,0.119149,0.017322,0.009461,0.099979
CMLS,0.001258,0.001308,0.007163,0.007161,0.115951,0.007291,0.007001,0.007298,0.374777,0.32652,0.648585,0.083055,0.071164,0.008524,0.020607,0.007268,0.007165,0.011293,0.005846,0.017653,0.000931,0.428571
CY,0.003259,0.058651,0.027312,0.027273,0.110294,0.026919,0.020634,0.027682,0.409032,0.327153,0.640719,0.091416,0.077127,0.011622,0.016798,0.026981,0.027129,0.024391,0.016358,0.007967,0.028857,0.112412
CYTX,0.000057,0.003377,0.000839,0.000785,0.102976,0.00084,0.001199,0.000804,0.371467,0.325228,0.631743,0.079153,0.063477,0.01282,0.01569,0.000791,0.000798,0.004849,0.000713,0.017322,0.009461,0.159251
CYTR,0.000203,0.003407,0.004747,0.004753,0.110989,0.004912,0.004934,0.005452,0.373118,0.323156,0.627485,0.068004,0.053406,0.01282,0.01569,0.004946,0.004651,0.009779,0.004217,0.017322,0.009461,0.117096
DLIA,0.034716,0.036201,0,0.081272,0.103192,0,0.000463,0.000041,0.370918,0.324625,0.639232,0.083612,0.067851,0.01282,0.01569,0.081017,0.081099,0.001399,0,0.017322,0.009461,0.099979
DNDN,0.034716,0.046308,0.000225,0.081272,0.103192,0.000221,0.002747,0.001595,0.358487,0.317661,0.639232,0.083612,0.067851,0.01282,0.01569,0.081017,0.081099,0.00493,0.000204,0.017322,0.009461,0.099979
DTV,0.059839,0.017913,0.162333,0.161853,0.037415,0.160456,0.1547,0.164365,0.393489,0.341974,0.712507,0.175585,0.150013,0.007772,0.009399,0.160582,0.162479,0.144769,0.145712,0.013018,0.003227,0.096019
DISCA,0.028061,0.031927,0.056857,0.056737,0.150715,0.055406,0.065084,0.059532,0.310343,0.316144,0.662021,0.105351,0.093692,0.008664,0.01149,0.056532,0.055947,0.072409,0.058484,0.004374,0.003672,0.0726
DISCK,0.027171,0.016295,0.054915,0.055015,0.150715,0.053649,0.063602,0.057697,0.308853,0.316138,0.662021,0.106466,0.094752,0.008034,0.010898,0.054777,0.054355,0.070798,0.056325,0.017322,0.003537,0.039813
DISH,0.047757,0.015839,0.141552,0.141907,0.121808,0.139538,0.121291,0.138937,0.470581,0.360801,0.663332,0.107581,0.091042,0.024169,0.030726,0.140174,0.141379,0.128676,0.112935,0.041137,0.009028,0.030445
DLTR,0.021159,0.027386,0.142481,0.142148,0.146014,0.138568,0.111613,0.135398,0.523066,0.374095,0.678607,0.126533,0.11516,0.011884,0.015769,0.141033,0.140653,0.124397,0.101202,0.007967,0.005454,0.065574
DWA,0.002338,0.004448,0.037313,0.037347,0.193576,0.036958,0.03952,0.039901,0.354868,0.318035,0.634541,0.079153,0.071561,0.039875,0.01569,0.037445,0.03685,0.056756,0.036973,0.017322,0.009461,0.241218
DRYS,0.000584,0.096272,0.001775,0.001772,0.137445,0.001801,0.003169,0.001841,0.365303,0.325052,0.637623,0.086399,0.070236,0.002897,0.01537,0.001783,0.001765,0.006313,0.001528,0.012393,0.009461,0.028103
ETFC,0.01011,0.023542,0.047629,0.047403,0.206468,0.047079,0.040452,0.045266,0.409222,0.345447,0.652749,0.098662,0.087331,0.009639,0.014765,0.04738,0.047446,0.041623,0.037054,0.003958,0.005303,0.018735
EROC,0.000536,0.001705,0.00458,0.004586,0.130227,0.004583,0.005569,0.004273,0.367344,0.32755,0.642043,0.082497,0.067851,0.01282,0.01569,0.004635,0.004632,0.008396,0.003606,0.017322,0.002305,0.014052
EBAY,0.090699,0.090658,0.102481,0.10298,0.193565,0.10094,0.096975,0.10516,0.388218,0.326347,0.639732,0.123746,0.11304,0.008931,0.011317,0.101699,0.102383,0.096345,0.094378,0.008384,0.324697,0.032787
EA,0.02376,0.03827,0.102118,0.102331,0.15136,0.103209,0.074553,0.095625,0.536579,0.389024,0.674281,0.09476,0.102571,0.011605,0.014765,0.103217,0.102793,0.09187,0.054247,0.007707,0.004335,0.081967
ENDP,0.017299,0.017957,0.151143,0.151019,0.193259,0.151562,0.124897,0.148731,0.520121,0.375367,0.49702,0.147715,0.130798,0.00946,0.012249,0.15195,0.151491,0.134062,0.109208,0.012914,0.009461,0.131148
EXXI,0.000452,0.080401,0.006197,0.006568,0.192882,0.006453,0.015707,0.005655,0.31742,0.330557,0.576986,0.037904,0.037106,0.01282,0.01569,0.006628,0.006476,0.039426,0.004665,0.017322,0.009461,0.12178
ETRM,0.000109,0.000521,0.002145,0.002086,0.104037,0.00213,0.002113,0.002282,0.373613,0.324543,0.633798,0.078595,0.062815,0.01282,0.01569,0.002075,0.002118,0.003515,0.001996,0.00177,0.009461,0.084309
ENTR,0.000357,0.003317,0.005379,0.005364,0.114006,0.005315,0.004406,0.004808,0.378681,0.328758,0.624458,0.083612,0.067718,0.01282,0.093196,0.00533,0.005349,0.007013,0.004359,0.065247,0.009461,0.098361
ERIC,0.05603,0.029497,0.023279,0.023513,0.132755,0.023268,0.021839,0.02318,0.380153,0.330774,0.644949,0.093088,0.079512,0.007856,0.010242,0.023388,0.023627,0.021348,0.022795,0.009685,0.006174,0.046838
EXAS,0.003002,0.005572,0.047907,0.047903,0.117568,0.047994,0.041533,0.052362,0.408138,0.313124,0.625174,0.06243,0.049695,0.01282,0.01569,0.048175,0.047912,0.047969,0.021756,0.017322,0.009461,0.480094
EXEL,0.000592,0.023164,0.004004,0.003975,0.101525,0.004079,0.003576,0.003166,0.376358,0.330608,0.619375,0.069119,0.056056,0.01282,0.01569,0.004196,0.00398,0.011537,0.002546,0.000208,0.009461,0.36534
EXPE,0.015612,0.011794,0.145381,0.16263,0.181223,0.165928,0.152919,0.162624,0.436627,0.381235,0.679647,0.136009,0.129605,0.009276,0.012648,0.167951,0.160765,0.149032,0.136321,0.006405,0.005419,0.154567
EXPD,0.011848,0.00323,0.083781,0.084071,0.157934,0.082662,0.076882,0.084248,0.40083,0.335917,0.663535,0.10981,0.09568,0.011884,0.015254,0.083011,0.083611,0.07607,0.077674,0.010779,0.005181,0.074941
ESRX,0.08401,0.033938,0.157593,0.157352,0.25582,0.154161,0.139313,0.160081,0.448778,0.329905,0.672848,0.148272,0.140074,0.008591,0.011091,0.155553,0.15637,0.14018,0.131656,0.006717,0.007148,0.091335
EXTR,0.000444,0.000254,0.005918,0.00592,0.110694,0.006028,0.006985,0.006037,0.36739,0.326212,0.628972,0.086957,0.071694,0.006051,0.020433,0.006034,0.005917,0.00934,0.005439,0.011039,0.009461,0.145199
FFIV,0.011336,0.001227,0.211459,0.212373,0.206863,0.211645,0.219769,0.232476,0.305241,0.264923,0.699139,0.172241,0.163663,0.008691,0.011439,0.211469,0.212332,0.220676,0.20218,0.005936,0.005312,0.046838
